TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;RISCO_EMISSOR;AG_RISCO;DT_RISCO;GRAU_RISCO
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;13.000000;655156.26;;;30.306.294/0001-45;BANCO BTG PACTU;2026-04-06;S;DI1;DI de um dia;100.000000;0.730000;;N;;;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;26.000000;1662408.83;;;90.400.888/0001-42;BANCO SANTANDER;2025-06-09;S;DI1;DI de um dia;100.000000;0.700000;;N;;;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;40.000000;2472351.02;;;30.306.294/0001-45;BANCO BTG PACTU;2025-03-26;S;DI1;DI de um dia;100.000000;1.030000;;N;;;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;20.000000;2662172.92;;;60.701.190/0001-04;ITAUUNIBANCO SA;2024-11-01;S;DI1;DI de um dia;100.000000;0.688000;;N;;;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;40.000000;2643476.27;;;30.306.294/0001-45;BANCO BTG PACTU;2024-09-25;S;DI1;DI de um dia;100.000000;1.150000;;N;;;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;53.000000;3661247.20;;;90.400.888/0001-42;BANCO SANTANDER;2024-07-29;S;DI1;DI de um dia;100.000000;0.770000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;CDB/ RDB;N;Para negociação;;;;;5592.000000;6191598.34;;;13.220.493/0001-17;BR PARTNERS BAN;2024-07-15;S;DI1;DI de um dia;100.000000;1.385743;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;CDB/ RDB;N;Para negociação;;;;;26681.000000;28760426.31;;;60.770.336/0001-65;BANCO ALFA;2024-09-12;S;DI1;DI de um dia;100.000000;0.814401;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;CDB/ RDB;N;Para negociação;;;;;6704.000000;7541100.36;;;60.814.191/0001-57;BANCO MERCEDES-;2025-06-20;S;DI1;DI de um dia;100.000000;1.325285;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;DPGE;N;Para negociação;;;;;2.000000;2026830.36;;;61.186.680/0001-74;BMG;2026-03-16;S;DI1;DI de um dia;100.000000;0.900000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;3.000000;213212.57;;;59.274.605/0001-13;BANCO GMAC S/A;2024-05-16;S;DI1;DI de um dia;100.000000;0.638122;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;29.000000;2061054.86;;;59.274.605/0001-13;BANCO GMAC S/A;2024-05-16;S;DI1;DI de um dia;100.000000;1.450000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;122.000000;8132946.62;;;59.588.111/0001-03;BANCO VOTORANTI;2024-05-20;S;DI1;DI de um dia;100.000000;1.200000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;158.000000;10532832.50;;;59.588.111/0001-03;BANCO VOTORANTI;2024-05-20;S;DI1;DI de um dia;100.000000;0.885265;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;110.000000;7755886.37;;;28.195.667/0001-06;ABC BRASIL;2024-06-25;S;DI1;DI de um dia;100.000000;1.330000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;19.000000;1355452.01;;;33.264.668/0001-03;BANCO XP S.A;2024-06-28;S;DI1;DI de um dia;100.000000;1.700000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;61.000000;4351714.34;;;33.264.668/0001-03;BANCO XP S.A;2024-06-28;S;DI1;DI de um dia;100.000000;0.894015;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;111.000000;7769030.43;;;28.195.667/0001-06;ABC BRASIL;2024-08-13;S;DI1;DI de um dia;100.000000;1.300000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;81.000000;5628058.22;;;62.237.425/0001-76;BANCO FIDIS DE;2024-09-27;S;DI1;DI de um dia;100.000000;1.300000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;59.000000;4095307.59;;;02.992.446/0001-75;BANCO CNH CAP;2024-09-28;S;DI1;DI de um dia;100.000000;1.250000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;630.000000;43080430.90;;;90.400.888/0001-42;BANCO SANTANDER;2024-10-01;S;DI1;DI de um dia;100.000000;0.717691;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;58.000000;3975209.94;;;59.274.605/0001-13;BANCO GMAC S/A;2024-11-12;S;DI1;DI de um dia;100.000000;1.100000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;33.000000;2380874.97;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.781000;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;68.000000;4906045.40;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.781234;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;6.000000;432886.36;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.778951;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;18.000000;1298659.08;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.780621;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;15.000000;1082215.90;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.780454;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;3.000000;216443.18;;;60.770.336/0001-65;BANCO ALFA;2024-11-21;S;DI1;DI de um dia;100.000000;0.776446;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;152.000000;9117057.75;;;28.195.667/0001-06;ABC BRASIL;2024-12-09;S;DI1;DI de um dia;100.000000;1.002002;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;314.000000;18720463.31;;;60.770.336/0001-65;BANCO ALFA;2024-12-13;S;DI1;DI de um dia;100.000000;0.851697;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;40.000000;2862116.87;;;60.770.336/0001-65;BANCO ALFA;2025-01-14;S;DI1;DI de um dia;100.000000;0.808842;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;14.000000;1842643.99;;;08.357.240/0001-50;BANCO CSF S.A.;2025-03-25;S;DI1;DI de um dia;100.000000;1.151536;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;61.000000;4046516.22;;;30.306.294/0001-45;BANCO BTG PACTU;2025-03-25;S;DI1;DI de um dia;100.000000;1.201605;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;143.000000;8242586.74;;;08.357.240/0001-50;BANCO CSF S.A.;2025-04-01;S;DI1;DI de um dia;100.000000;1.402803;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;115.000000;7579520.72;;;30.306.294/0001-45;BANCO BTG PACTU;2025-04-14;S;DI1;DI de um dia;100.000000;1.201605;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;73.000000;7394588.23;;;91.884.981/0001-32;BANCO JOHN DEER;2025-04-24;S;DI1;DI de um dia;100.000000;1.402752;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;34.000000;2212639.88;;;62.232.889/0001-90;BANCO DAYCOVAL;2025-05-30;S;DI1;DI de um dia;100.000000;1.251670;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;132.000000;7463456.04;;;60.889.128/0001-80;BANCO SOFISA;2025-06-16;S;DI1;DI de um dia;100.000000;1.753516;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;242.000000;13470305.54;;;58.160.789/0001-28;BANCO SAFRA S/A;2025-06-30;S;DI1;DI de um dia;100.000000;0.901808;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;211.000000;11761215.05;;;30.306.294/0001-45;BANCO BTG PACTU;2025-07-01;S;DI1;DI de um dia;100.000000;1.052107;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;433.000000;24046135.18;;;33.479.023/0001-80;CITIBANK;2025-07-14;S;DI1;DI de um dia;100.000000;1.202405;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;383.000000;20877313.82;;;60.770.336/0001-65;BANCO ALFA;2025-08-11;S;DI1;DI de um dia;100.000000;1.002010;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;56.000000;3090558.70;;;14.388.334/0001-99;PARANÁ BANCO SA;2025-08-14;S;DI1;DI de um dia;100.000000;1.352675;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;219.000000;12027468.34;;;31.895.683/0001-16;INDUSTRIAL BRAS;2025-08-18;S;DI1;DI de um dia;100.000000;1.603226;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;9.000000;1934738.07;;;01.181.521/0001-55;BANSICREDI;2025-08-25;S;DI1;DI de um dia;100.000000;1.801811;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;60.000000;4227725.57;;;59.109.165/0001-49;B. VOLKSWAGEN;2025-08-29;S;DI1;DI de um dia;100.000000;1.401404;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;93.000000;5051572.40;;;28.195.667/0001-06;ABC BRASIL;2025-09-05;S;DI1;DI de um dia;100.000000;0.991982;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;458.000000;24700504.38;;;59.588.111/0001-03;BANCO VOTORANTI;2025-09-22;S;DI1;DI de um dia;100.000000;1.002006;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;470.000000;25307500.20;;;30.306.294/0001-45;BANCO BTG PACTU;2025-09-29;S;DI1;DI de um dia;100.000000;0.951898;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;148.000000;7920793.02;;;33.603.457/0001-40;BANCO RODOBENS;2025-10-20;S;DI1;DI de um dia;100.000000;1.402803;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;625.000000;33002457.13;;;58.160.789/0001-28;BANCO SAFRA S/A;2025-11-17;S;DI1;DI de um dia;100.000000;0.701394;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;64.000000;3458927.73;;;28.195.667/0001-06;ABC BRASIL;2025-11-21;S;DI1;DI de um dia;100.000000;1.013725;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;133.000000;7188084.19;;;28.195.667/0001-06;ABC BRASIL;2025-11-21;S;DI1;DI de um dia;100.000000;1.012910;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;184.000000;9674716.11;;;30.306.294/0001-45;BANCO BTG PACTU;2025-12-05;S;DI1;DI de um dia;100.000000;0.903580;;N;;;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-04-30;Depósitos a prazo e outros títulos de IF;Letra Financeira;N;Para negociação;;;;;187.000000;11302971.10;;;62.232.889/0001-90;BANCO DAYCOVAL;2025-12-09;S;DI1;DI de um dia;100.000000;1.153068;;N;;;
