TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;57000.00;1014394.00;15700.00;289355.00;554665.00;10455435.25;;;;RAIL3 - RUMO SA - RAIL3;;PJ;2387241000160;RUMO SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;54800.00;811309.00;14800.00;215904.00;619554.00;9349069.86;;;;CSAN3 - COSAN SA INDUSTRIA E COMERCIO - CSAN3;;PJ;50746577000115;COSAN SA INDUSTRIA E COMERCIO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;15300.00;100922.00;4600.00;30928.00;148334.00;984937.76;;;;MRFG3 - MARFRIG - MRFG3;;PJ;3853896000140;MARFRIG;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;15400.00;257691.00;3900.00;66773.00;269319.00;4740014.40;;;;ALSO3 - SONAE SIERRA BRASIL S.A. - ALSO3;;PJ;5878397000132;SONAE SIERRA BRASIL S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;54800.00;1287341.00;16100.00;356663.00;938000.00;19923120.00;;;;RDOR3 - REDE D'OR SAO LUIZ S.A. - RDOR3;;PJ;6047087000139;REDE D'OR SAO LUIZ S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;39400.00;1292906.00;11000.00;349938.00;602988.00;18807195.72;;;;PRIO3 - PETRO RIO S.A. - PRIO3;;PJ;10629105000168;PETRO RIO S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;51000.00;246993.00;13400.00;67075.00;724301.00;3512859.85;;;;CIEL3 - CIELO - CIEL3;;PJ;1027058000191;CIELO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;206400.00;2851678.00;57300.00;800362.00;1913576.00;27421544.08;;;;ABEV3 - AMBEV - ABEV3;;PJ;7526557000100;AMBEV;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;276600.00;2920136.00;75900.00;818769.00;3296730.00;34121155.50;;;;B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCAO - B3SA3;;PJ;9346601000125;B3 S.A. - BRASIL, BOLSA, BALCAO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;74600.00;138669.00;21000.00;39865.00;850525.00;1598987.00;;;;VIIA3 - VIA SA - VIIA3;;PJ;33041260065290;VIA SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;52600.00;747086.00;14900.00;208114.00;566595.00;8164633.95;;;;VBBR3 - VIBRA ENERGIA SA - VBBR3;;PJ;34274233000102;VIBRA ENERGIA SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;52700.00;994469.00;14000.00;262025.00;542978.00;9692157.30;;;;JBSS3 - JBS SA - JBSS3;;PJ;2916265000160;JBS SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;8900.00;282352.00;2000.00;60313.00;84845.00;2500382.15;;;RRRP3;;;;;;;;2020-11-12;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;13300.00;193087.00;3700.00;52654.00;117277.00;1651260.16;;;;CYRE3 - CYRELA REALT - CYRE3;;PJ;73178600000118;CYRELA REALT;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;39400.00;561802.00;11000.00;153188.00;361029.00;4765582.80;;;;NTCO3 - NATURA &CO HOLDING S.A. - NTCO3;;PJ;32785497000197;NATURA &CO HOLDING S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;56900.00;1313353.00;16500.00;395361.00;559337.00;13675789.65;;;;RADL3 - RAIA DROGASIL SA - RADL3;;PJ;61585865000151;RAIA DROGASIL SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;43800.00;744280.00;219100.00;3388874.00;714725.00;11106826.50;;;;ASAI3 - SENDAS DISTRIBUIDORA S.A. - ASAI3;;PJ;6057223000171;SENDAS DISTRIBUIDORA S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;24200.00;662475.00;6200.00;169956.00;227509.00;6406653.44;;;;TOTS3 - TOTVS S.A. - TOTS3;;PJ;53113791000122;TOTVS S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;15600.00;802288.00;3600.00;176479.00;277400.00;14039214.00;;;;SBSP3 - SABESP - SBSP3;;PJ;43776517000180;SABESP;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;15600.00;99341.00;3700.00;22666.00;155240.00;962488.00;;;;PETZ3 - PET CENTER COMERCIO E PARTICIPACOES S.A. - PETZ3;;PJ;18328118000109;PET CENTER COMERCIO E PARTICIPACOES S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;66200.00;2562584.00;17500.00;666819.00;890645.00;34833125.95;;;;BBAS3 - BANCO DO BRASIL SA - BBAS3;;PJ;191;BANCO DO BRASIL SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;19600.00;804678.00;6200.00;249975.00;327100.00;12331670.00;;;;HYPE3 - HYPERMARCAS SA - HYPE3;;PJ;2932074000191;HYPERMARCAS SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;30800.00;1036238.00;7600.00;251460.00;287759.00;9355045.09;;;;BBSE3 - BBSEGURIDADE - BBSE3;;PJ;17344597000194;BBSEGURIDADE;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;13400.00;39234.00;3700.00;11825.00;131429.00;408744.19;;;;CVCB3 - CVC BRASIL OPERADORA AGENCIA VIAGENS S.A - CVCB3;;PJ;10760260000119;CVC BRASIL OPERADORA AGENCIA VIAGENS S.A;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;45900.00;811863.00;13300.00;235936.00;411311.00;6815423.27;;;;LREN3 - LOJAS RENNER - LREN3;;PJ;92754738000162;LOJAS RENNER;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;173600.00;4870053.00;47500.00;1273726.00;1623566.00;43008263.34;;;;PETR3 - PETROBRAS - PETR3;;PJ;33000167000101;PETROBRAS;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;208700.00;605862.00;56900.00;132340.00;2220914.00;5818794.68;;;;HAPV3 - HAPVIDA PARTICIPACOES INVESTIMENTO SA - HAPV3;;PJ;5197443000138;HAPVIDA PARTICIPACOES INVESTIMENTO SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação ordinária;N;Para negociação;13100.00;329738.00;4100.00;100022.00;131065.00;3229441.60;;;;MULT3 - MULTIPLAN - MULT3;;PJ;7816890000153;MULTIPLAN;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;214800.00;5323154.00;59600.00;1420557.00;2341194.00;54900999.30;;;;PETR4 - PETROBRAS - PETR4;;PJ;33000167000101;PETROBRAS;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;67900.00;721593.00;19000.00;204231.00;1176500.00;13459160.00;;;;CMIG4 - CEMIG - CMIG4;;PJ;17155730000164;CEMIG;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;51900.00;1450105.00;38187.00;642152.01;493949.00;12491970.21;;;;GGBR4 - GERDAU SA - GGBR4;;PJ;33611500000119;GERDAU SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;S;Para negociação;226000.00;5564722.00;63000.00;1505253.00;2076293.00;51367488.82;;;;ITUB4 - ITAU UNIBANCO HOLDING - ITUB4;;PJ;60872504000123;ITAU UNIBANCO HOLDING;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;S;Para negociação;245900.00;1989926.00;68000.00;542506.00;3813846.00;31349814.12;;;;ITSA4 - ITAUSA - ITSA4;;PJ;61532644000115;ITAUSA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;241700.00;3140919.00;66300.00;870000.00;3340398.00;43993041.66;;;;BBDC4 - BRADESCO - BBDC4;;PJ;60746948000112;BRADESCO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;13200.00;467010.00;3800.00;131431.00;117996.00;4280894.88;;;;ELET6 - ELETROBRAS SA - ELET6;;PJ;1180000126;ELETROBRAS SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;24100.00;170048.00;6300.00;43337.00;244925.00;1785503.25;;;;USIM5 - USIMINAS - USIM5;;PJ;60894730000105;USIMINAS;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES;Ação preferencial;N;Para negociação;15400.00;130445.00;4200.00;48837.00;141048.00;1696807.44;;;;AZUL4 - AZUL S.A. - AZUL4;;PJ;9305994000129;AZUL S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;OUTRAS APLICAÇÕES;Outros;N;Para negociação;57000.00;1104336.00;15200.00;292167.00;919223.00;18062731.95;;;;BPAC11 - BANCO BTG PACTUAL SA - BPAC11;;PJ;30306294000145;BANCO BTG PACTUAL SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;42.00;545825.68;;;;;2026-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;32.00;416843.86;;;;;2025-09-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;30.00;390956.40;;;;;2024-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;36.00;469113.22;;;;;2024-09-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;16.00;208478.12;;;;;2025-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;DISPONIBILIDADES;Outros;;Para negociação;;;;;;80860.92;;;;DISPONIBILIDADES;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;VALORES A PAGAR;Outros;;Para negociação;;;;;;4905401.85;;;;VALORES A PAGAR;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;VALORES A RECEBER;Outros;;Para negociação;;;;;;8374452.84;;;;VALORES A RECEBER;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;MERCADO FUTURO - POSIÇÕES COMPRADAS;Contrato Futuro;;Para negociação;0.00;0.00;0.00;0.00;35.00;-121100.00;;;;FUTURO IBRX50 - FUT BRI;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;1665272.00;23863347.76;;;;ABEV3 - AMBEV - ABEV3;;PJ;7526557000100;AMBEV;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;208906.00;3225508.64;;;;CSNA3 - CIA SIDERURGICA NACIONAL SA - CSNA3;;PJ;33042730000104;CIA SIDERURGICA NACIONAL SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;436075.00;819821.00;;;;VIIA3 - VIA SA - VIIA3;;PJ;33041260065290;VIA SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;81612.00;2545478.28;;;;PRIO3 - PETRO RIO S.A. - PRIO3;;PJ;10629105000168;PETRO RIO S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;255975.00;3977851.50;;;;ASAI3 - SENDAS DISTRIBUIDORA S.A. - ASAI3;;PJ;6057223000171;SENDAS DISTRIBUIDORA S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;342605.00;4936938.05;;;;VBBR3 - VIBRA ENERGIA SA - VBBR3;;PJ;34274233000102;VIBRA ENERGIA SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;376413.00;6237163.41;;;;LREN3 - LOJAS RENNER - LREN3;;PJ;92754738000162;LOJAS RENNER;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;335846.00;5067916.14;;;;CSAN3 - COSAN SA INDUSTRIA E COMERCIO - CSAN3;;PJ;50746577000115;COSAN SA INDUSTRIA E COMERCIO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;382992.00;6836407.20;;;;JBSS3 - JBS SA - JBSS3;;PJ;2916265000160;JBS SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;1396552.00;36994662.48;;;;PETR3 - PETROBRAS - PETR3;;PJ;33000167000101;PETROBRAS;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;289034.00;15434415.60;;;;RENT3 - LOCALIZA - RENT3;;PJ;16670085000155;LOCALIZA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;429123.00;11569156.08;;;;EQTL3 - EQUATORIAL - EQTL3;;PJ;3220438000173;EQUATORIAL;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;197291.00;5555714.56;;;;TOTS3 - TOTVS S.A. - TOTS3;;PJ;53113791000122;TOTVS S.A.;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;283472.00;11792435.20;;;;SUZB3 - SUZANO PAPEL E CELULOSE SA - SUZB3;;PJ;16404287000155;SUZANO PAPEL E CELULOSE SA;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;93771.00;291627.81;;;;CVCB3 - CVC BRASIL OPERADORA AGENCIA VIAGENS S.A - CVCB3;;PJ;10760260000119;CVC BRASIL OPERADORA AGENCIA VIAGENS S.A;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;75155.00;2214817.85;;;RRRP3;;;;;;;;2020-11-12;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;169399.00;821585.15;;;;CIEL3 - CIELO - CIEL3;;PJ;1027058000191;CIELO;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-03-31;441881;1355404101.48;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;321016.00;4237411.20;;;;NTCO3 - NATURA &CO HOLDING S.A. - NTCO3;;PJ;32785497000197;NATURA &CO HOLDING S.A.;;;;;;;
